Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage_null,MasVnrArea_null,GarageYrBlt_null
42,20,RL,4.74493212836325,9.735364715141987,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,48.0,48.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,967.0,Unf,0.0,383.0,1350.0,GasA,Gd,Y,SBrkr,7.191429330036379,0.0,0,7.191429330036379,0,1,1,1,2,1,TA,5,Typ,2,Gd,Attchd,48.0,RFn,1,308.0,TA,TA,P,0.0,104.0,0.0,0,0.0,0,Missing,0,7,2007,WD,Normal,12.043553716032399,0,0,0
43,85,RL,4.23410650459726,9.124782483614537,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,24.0,24.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,747.0,LwQ,93.0,0.0,840.0,GasA,Gd,Y,SBrkr,6.784457062637643,0.0,0,6.784457062637643,1,0,1,0,2,1,Gd,5,Typ,0,Missing,Attchd,24.0,RFn,2,504.0,TA,Rare,Y,240.0,0.0,0.0,0,0.0,0,MnPrv,0,12,2007,WD,Normal,11.877568578558138,1,0,0
44,20,RL,4.23410650459726,9.126958763037132,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,33.0,28.0,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,280.0,BLQ,491.0,167.0,938.0,GasA,TA,Y,SBrkr,6.843749949006225,0.0,0,6.843749949006225,1,0,1,0,3,1,TA,5,Typ,0,Missing,Detchd,31.0,Unf,1,308.0,TA,TA,Y,145.0,0.0,0.0,0,0.0,0,MnPrv,0,7,2008,WD,Normal,11.777210959615614,1,0,0
45,20,RL,4.248495242049359,8.980298078970817,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,47.0,47.0,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,179.0,BLQ,506.0,465.0,1150.0,GasA,Ex,Y,FuseA,7.047517221357296,0.0,0,7.047517221357296,1,0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,47.0,RFn,1,300.0,TA,TA,Y,0.0,0.0,0.0,0,0.0,0,Missing,0,5,2006,WD,Normal,11.856515169360305,0,0,0
46,120,RL,4.110873864173311,8.943506132037239,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,5.0,5.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,Ex,TA,PConc,Ex,TA,No,GLQ,456.0,Unf,0.0,1296.0,1752.0,GasA,Ex,Y,SBrkr,7.468513271496337,0.0,0,7.468513271496337,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,5.0,RFn,2,576.0,TA,TA,Y,196.0,82.0,0.0,0,0.0,0,Missing,0,2,2010,WD,Normal,12.675763725937609,0,0,0
47,50,RL,3.871201010907891,9.458917724547202,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,6.0,6.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1351.0,Unf,0.0,83.0,1434.0,GasA,Ex,Y,SBrkr,7.325148957955575,631.0,0,7.67275789664251,1,0,1,1,1,1,Gd,6,Typ,1,Ex,Attchd,6.0,RFn,2,670.0,TA,TA,Y,168.0,43.0,0.0,0,0.0,0,Missing,0,8,2009,WD,Abnorml,12.387085012375499,0,0,0
48,20,FV,4.430816798843313,9.314339961994667,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,1.0,1.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1632.0,1656.0,GasA,Ex,Y,SBrkr,7.412160334945205,0.0,0,7.412160334945205,0,0,2,0,3,1,Gd,7,Typ,0,Missing,Attchd,1.0,RFn,3,826.0,TA,TA,Y,0.0,146.0,0.0,0,0.0,0,Missing,0,7,2007,WD,Normal,12.428015476267865,0,0,0
49,190,RM,3.4965075614664802,8.40200678160712,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,89.0,1.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,736.0,736.0,GasA,Gd,Y,SBrkr,6.601230118728877,716.0,0,7.280697195384741,0,0,2,0,2,3,TA,8,Typ,0,Missing,Missing,29.0,Missing,0,0.0,Missing,Missing,N,0.0,0.0,102.0,0,0.0,0,Missing,0,6,2009,New,Partial,11.635143097694478,0,0,1
50,20,RL,4.189654742026425,8.954415331137593,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,41.0,41.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,763.0,Unf,0.0,192.0,955.0,GasA,Ex,Y,SBrkr,6.86171134048073,0.0,0,6.86171134048073,1,0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,41.0,Unf,1,386.0,TA,TA,Y,0.0,0.0,0.0,0,0.0,0,MnPrv,0,1,2007,WD,Normal,11.751942365440728,0,0,0
51,60,RL,4.23410650459726,9.537411412656335,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,10.0,10.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,182.0,Unf,0.0,612.0,794.0,GasA,Gd,Y,SBrkr,6.677083461247136,676.0,0,7.293017679772782,0,1,2,0,3,1,TA,6,Typ,0,Missing,Attchd,10.0,Fin,2,388.0,TA,TA,Y,0.0,75.0,0.0,0,0.0,0,Missing,0,7,2007,WD,Normal,12.083905011555967,1,0,0
52,50,RM,3.9512437185814275,8.738735461363474,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,72.0,56.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,TA,Y,SBrkr,6.704414354964107,0.0,360,7.069874128458572,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,21.0,Unf,2,528.0,TA,TA,Y,112.0,0.0,0.0,0,0.0,0,MnPrv,400,9,2006,WD,Normal,11.648330101976432,0,0,0
53,90,RM,4.700480365792417,9.044521887281242,Rare,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,Rare,Norm,Duplex,1Story,5,5,47.0,47.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Rare,TA,CBlock,Gd,TA,Gd,LwQ,104.0,Rare,0.0,0.0,816.0,GasA,TA,N,SBrkr,6.704414354964107,0.0,0,6.704414354964107,1,0,1,0,2,1,TA,5,Typ,0,Missing,Rare,47.0,Unf,2,516.0,TA,TA,Y,106.0,0.0,0.0,0,0.0,0,Missing,0,5,2010,WD,Normal,11.608235644774552,0,0,0
54,20,RL,4.219507705176107,9.156781342359631,Pave,IR1,Low,AllPub,Inside,Gtl,Rare,Norm,Norm,1Fam,1Story,9,5,25.0,19.0,Gable,Rare,WdShing,Wd Shng,None,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810.0,Unf,0.0,32.0,1842.0,GasA,Gd,Y,SBrkr,7.518607216815252,0.0,0,7.518607216815252,2,0,0,1,0,1,Gd,5,Typ,1,Gd,Attchd,25.0,Fin,3,894.0,TA,TA,Y,0.0,72.0,0.0,0,0.0,0,Missing,0,11,2006,WD,Normal,12.86099861326992,0,0,0
55,80,RL,4.0943445622221,8.872627365918836,Pave,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,52.0,52.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384.0,Unf,0.0,0.0,384.0,GasA,TA,Y,SBrkr,7.215239978730097,0.0,0,7.215239978730097,0,0,1,0,3,1,TA,6,Min1,1,TA,Detchd,45.0,Unf,2,572.0,TA,TA,Y,0.0,50.0,0.0,0,0.0,0,MnPrv,0,2,2007,WD,Normal,11.77528972943772,0,0,0
56,20,RL,4.605170185988092,9.227689010310796,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,44.0,44.0,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490.0,Unf,0.0,935.0,1425.0,GasA,Gd,Y,SBrkr,7.261927092702751,0.0,0,7.261927092702751,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,44.0,RFn,2,576.0,TA,TA,Y,0.0,0.0,0.0,407,0.0,0,Missing,0,7,2008,WD,Normal,12.103486056755072,0,0,0
57,160,FV,4.23410650459726,7.8804263442924,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,10.0,9.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649.0,Unf,0.0,321.0,970.0,GasA,Ex,Y,SBrkr,6.890609120147166,756.0,0,7.461065514354283,1,0,2,1,3,1,Gd,7,Typ,0,Missing,Attchd,10.0,Fin,2,480.0,TA,TA,Y,115.0,0.0,0.0,0,0.0,0,Missing,0,8,2009,WD,Abnorml,12.058152515453552,0,0,0
58,60,RL,4.48863636973214,9.36263218231844,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2.0,2.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,860.0,860.0,GasA,Ex,Y,SBrkr,6.756932389247553,860.0,0,7.450079569807499,0,0,2,1,3,1,Gd,7,Typ,0,Missing,Attchd,2.0,RFn,2,565.0,TA,TA,Y,0.0,70.0,0.0,0,0.0,0,Missing,0,8,2006,WD,Normal,12.188417710291453,0,0,0
59,60,RL,4.189654742026425,9.523836379320944,Pave,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,0.0,0.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1410.0,1410.0,GasA,Ex,Y,SBrkr,7.262628600974241,1519.0,0,7.987864096085687,0,0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,0.0,Fin,3,641.0,TA,TA,Y,192.0,0.0,37.0,0,0.0,0,Missing,0,10,2006,New,Partial,12.991753427493052,0,0,0
60,20,RL,4.0943445622221,8.881836305004146,Pave,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,36.0,36.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632.0,Unf,0.0,148.0,780.0,GasA,Ex,Y,SBrkr,6.659293919683638,0.0,0,6.659293919683638,0,0,1,0,2,1,TA,4,Typ,0,Missing,Detchd,35.0,Unf,1,352.0,TA,TA,Y,196.0,0.0,0.0,0,0.0,0,MnPrv,0,1,2008,WD,Normal,11.73526869611367,0,0,0
61,20,RL,4.143134726391533,9.478227817099784,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Rare,Norm,1Fam,1Story,6,5,2.0,2.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941.0,Unf,0.0,217.0,1158.0,GasA,Ex,Y,SBrkr,7.05444965813294,0.0,0,7.05444965813294,1,0,1,1,3,1,Gd,5,Typ,0,Missing,Detchd,0.0,Unf,2,576.0,TA,TA,Y,0.0,50.0,0.0,0,0.0,0,Missing,0,5,2006,New,Partial,11.970350312009105,0,0,0
62,75,RM,4.0943445622221,8.881836305004146,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,Rare,5,7,87.0,11.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,530.0,530.0,GasA,TA,N,SBrkr,6.364750756851911,530.0,0,7.01301578963963,0,0,1,0,3,1,Fa,6,Typ,0,Missing,Detchd,72.0,Unf,1,288.0,TA,TA,N,0.0,0.0,144.0,0,0.0,0,Missing,0,3,2007,WD,Normal,11.522875795823397,0,0,0
63,120,RL,3.784189633918261,8.770594329891145,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,1.0,1.0,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,Unf,0.0,1346.0,1370.0,GasA,Ex,Y,SBrkr,7.222566018822171,0.0,0,7.222566018822171,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,1.0,RFn,2,484.0,TA,TA,Y,120.0,49.0,0.0,0,0.0,0,Missing,0,10,2007,WD,Normal,12.218495165528731,0,0,0
64,70,RM,3.912023005428146,9.239899174217728,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Rare,1Fam,2Story,7,6,89.0,60.0,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,576.0,576.0,GasA,Gd,Y,SBrkr,6.804614520062624,808.0,0,7.444248649496705,0,0,2,0,3,1,TA,9,Typ,0,Missing,Detchd,20.0,Unf,2,480.0,TA,TA,Y,12.0,11.0,64.0,0,0.0,0,GdPrv,0,4,2010,WD,Normal,11.84939770159144,0,0,0
65,60,RL,4.23410650459726,9.14580185083861,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,12.0,11.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739.0,Unf,0.0,318.0,1057.0,GasA,Ex,Y,SBrkr,6.963189985870238,977.0,0,7.617759576608505,1,0,2,1,3,1,Gd,8,Typ,0,Missing,Attchd,11.0,RFn,2,645.0,TA,TA,Y,0.0,36.0,0.0,0,0.0,0,GdPrv,0,2,2009,WD,Normal,12.299107511497363,1,0,0
66,60,RL,4.330733340286331,9.16858043772795,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,3.0,2.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1143.0,1143.0,GasA,Ex,Y,SBrkr,7.04141166379481,1330.0,0,7.813187267521416,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,3.0,RFn,3,852.0,TA,TA,Y,192.0,151.0,0.0,0,0.0,0,Missing,0,10,2007,WD,Normal,12.666657052859417,0,0,0
67,20,RL,4.23410650459726,9.898475010712584,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Rare,Norm,1Fam,1Story,7,5,40.0,21.0,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,912.0,Unf,0.0,1035.0,1947.0,GasA,TA,Y,SBrkr,7.699389406256737,0.0,0,7.699389406256737,1,0,2,0,3,1,TA,7,Min1,1,Gd,Attchd,40.0,RFn,2,576.0,TA,TA,Y,301.0,0.0,0.0,0,0.0,0,Missing,0,7,2010,WD,Normal,12.100712129872347,1,0,0
68,20,RL,4.276666119016055,9.274722630905451,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,4.0,4.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013.0,Unf,0.0,440.0,1453.0,GasA,Ex,Y,SBrkr,7.2991214627108,0.0,0,7.2991214627108,1,0,2,0,3,1,Gd,7,Typ,0,Missing,Attchd,4.0,RFn,2,558.0,TA,TA,Y,144.0,29.0,0.0,0,0.0,0,Missing,0,6,2007,WD,Normal,12.328290278254423,0,0,0
69,30,RM,3.8501476017100584,8.435549202375727,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,65.0,60.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,747.0,747.0,GasA,TA,Y,SBrkr,6.616065185132817,0.0,0,6.616065185132817,0,0,1,0,2,1,TA,4,Typ,0,Missing,Attchd,65.0,Unf,1,220.0,TA,TA,Y,0.0,0.0,0.0,0,0.0,0,Missing,0,6,2010,WD,Normal,11.289781913656018,0,0,0
70,50,RL,4.394449154672439,9.654577374584886,Pave,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,53.0,53.0,Gable,CompShg,BrkFace,AsbShng,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603.0,Unf,0.0,701.0,1304.0,GasW,TA,Y,SBrkr,7.1731917424865985,983.0,0,7.734996194022781,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,53.0,Fin,2,667.0,TA,TA,Y,0.0,21.0,114.0,0,0.0,0,Missing,0,7,2006,WD,Normal,12.323855681186558,0,0,0
71,20,RL,4.553876891600541,9.521568058002977,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,34.0,34.0,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,383.5,Unf,0.0,343.0,2223.0,GasA,Ex,Y,SBrkr,7.706612913964197,0.0,0,7.706612913964197,1,0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,34.0,Fin,2,516.0,TA,TA,Y,300.0,0.0,0.0,0,0.0,0,Missing,0,2,2007,WD,Normal,12.404923504275338,0,0,0
72,20,RL,4.23410650459726,8.935771938669784,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,25.0,1.0,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565.0,Unf,0.0,280.0,845.0,GasA,TA,Y,SBrkr,6.739336627357174,0.0,0,6.739336627357174,1,0,1,0,2,1,TA,4,Typ,0,Missing,Detchd,20.0,Unf,2,360.0,TA,TA,Y,0.0,0.0,0.0,0,0.0,0,Missing,0,6,2007,WD,Normal,11.771436160121729,0,0,0
73,60,RL,4.30406509320417,9.224341891611996,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,11.0,11.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,Gd,Y,SBrkr,6.785587645007929,833.0,0,7.4489161025442,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,11.0,Fin,2,427.0,TA,TA,Y,0.0,94.0,0.0,0,0.0,0,Missing,0,12,2009,WD,Normal,12.128111104060462,0,0,0
74,20,RL,4.442651256490317,9.230142999272362,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,56.0,7.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320.0,BLQ,362.0,404.0,1086.0,GasA,Gd,Y,SBrkr,6.990256500493881,0.0,0,6.990256500493881,1,0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,21.0,Unf,2,490.0,TA,TA,Y,0.0,0.0,0.0,0,0.0,0,GdWo,0,5,2010,WD,Normal,11.883799128308773,0,0,0
75,50,RM,4.0943445622221,8.663887570567042,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,95.0,60.0,Rare,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Gd,N,SBrkr,6.733401891837359,765.0,0,7.380879035564116,0,0,2,0,3,2,TA,8,Typ,0,Missing,Detchd,95.0,Unf,1,379.0,TA,TA,Y,0.0,0.0,202.0,0,0.0,0,Missing,0,5,2010,WD,Normal,11.584315461056901,0,0,0
76,180,RM,4.23410650459726,9.156781342359631,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,36.0,36.0,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462.0,Unf,0.0,0.0,462.0,GasA,TA,Y,SBrkr,6.26530121273771,462.0,0,6.895682697747868,1,0,1,0,2,1,TA,5,Typ,0,Missing,BuiltIn,36.0,Unf,1,297.0,TA,TA,Y,120.0,101.0,0.0,0,0.0,0,GdWo,0,11,2009,WD,Normal,11.418614785498987,0,0,0
77,20,RL,4.23410650459726,9.044875932248651,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,52.0,52.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228.0,Unf,0.0,724.0,952.0,GasA,Ex,Y,FuseA,6.858565034791365,0.0,0,6.858565034791365,0,0,1,0,2,1,TA,4,Typ,0,Missing,Detchd,52.0,Unf,1,283.0,TA,TA,Y,0.0,0.0,0.0,0,0.0,0,Missing,0,4,2008,WD,Normal,11.818570237796182,1,0,0
78,50,RM,3.912023005428146,9.06357899058078,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,60.0,7.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336.0,Rare,41.0,295.0,672.0,GasA,TA,Y,SBrkr,6.977281341630747,213.0,0,7.158513997329321,1,0,1,0,2,1,TA,6,Min1,0,Missing,Detchd,60.0,Unf,1,240.0,TA,TA,Y,0.0,0.0,0.0,0,0.0,0,MnPrv,0,1,2008,WD,Normal,11.751942365440728,0,0,0
79,90,RL,4.276666119016055,9.285262298493443,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,42.0,42.0,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1768.0,1768.0,GasA,TA,N,SBrkr,7.477604243197589,0.0,0,7.477604243197589,0,0,2,0,4,2,TA,8,Typ,0,Missing,Missing,30.0,Missing,0,0.0,Missing,Missing,Y,0.0,0.0,0.0,0,0.0,0,Missing,0,4,2010,WD,Normal,11.824079893607152,0,0,1
80,50,RM,4.0943445622221,9.25339986143663,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,99.0,28.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,440.0,440.0,GasA,Gd,Y,SBrkr,6.525029657843462,548.0,0,7.114769448366463,0,0,1,1,2,1,TA,5,Typ,0,Missing,Detchd,43.0,Unf,2,440.0,TA,TA,Y,74.0,0.0,128.0,0,0.0,0,MnPrv,0,5,2009,WD,Normal,11.608235644774552,0,0,0
81,60,RL,4.605170185988092,9.472704636443673,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,41.0,41.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448.0,Unf,0.0,448.0,896.0,GasA,TA,Y,SBrkr,7.074963197966044,960.0,0,7.669495251007694,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,41.0,Fin,1,509.0,TA,TA,Y,0.0,72.0,0.0,0,0.0,0,Missing,0,6,2009,WD,Normal,12.173032791451973,0,0,0
82,120,RM,3.4657359027997265,8.411832675758411,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,8.0,8.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201.0,Unf,0.0,36.0,1237.0,GasA,Ex,Y,SBrkr,7.198183577101943,0.0,0,7.198183577101943,1,0,2,0,2,1,TA,5,Typ,0,Missing,Attchd,8.0,Fin,2,405.0,TA,TA,Y,0.0,199.0,0.0,0,0.0,0,Missing,0,3,2006,WD,Normal,11.941455846009388,0,0,0
83,20,RL,4.356708826689592,9.230731061623917,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,1.0,1.0,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33.0,Unf,0.0,1530.0,1563.0,GasA,Ex,Y,SBrkr,7.354362330421477,0.0,0,7.354362330421477,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,1.0,RFn,3,758.0,TA,TA,Y,144.0,99.0,0.0,0,0.0,0,Missing,0,10,2008,WD,Normal,12.409013489526863,0,0,0
84,20,RL,4.382026634673881,9.092907275084087,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,47.0,47.0,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1065.0,1065.0,GasA,Gd,Y,SBrkr,6.970730078143525,0.0,0,6.970730078143525,0,0,1,1,3,1,TA,6,Typ,0,Missing,Detchd,33.0,Unf,2,461.0,TA,TA,Y,74.0,0.0,0.0,0,0.0,0,Missing,0,7,2007,COD,Normal,11.747997587149712,0,0,0
